Location,Trainer,Pokemon,Level,Item,Move 1,Move 2,Move 3,Move 4,EXP
,SwimmerM SWIMMERM (10) PATON,Sentret,1,,Tackle,,,,12
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,SwimmerM SWIMMERM (11) DARYL,Furret,1,,Tackle,,,,24
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,SwimmerM SWIMMERM (12) WALTER,Hoothoot,1,,Tackle,,,,12
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,SwimmerM SWIMMERM (13) TONY,Noctowl,1,,Tackle,,,,34
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,SwimmerM SWIMMERM (16) RICK,Ledyba,1,,Tackle,,,,11
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,SwimmerM SWIMMERM (19) JAMES,Ledian,1,,Tackle,,,,28
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,SwimmerM SWIMMERM (20) LEWIS,Spinarak,1,,Tackle,,,,11
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,SwimmerM SWIMMERM (9) HAL,Ariados,1,,Tackle,,,,28
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Teacher TEACHER (3) SHIRLEY,Crobat,1,,Tackle,,,,43
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Twins TWINS (10) LEA & PIA,Dragonite,69,Dragon Fang,Outrage,Fire Blast,No Move,No Move,3223
,,Dragonite,69,Dragon Fang,Outrage,Fire Blast,No Move,No Move,3223
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Twins TWINS (3) ANN & ANNE,Smeargle,34,Berry Juice,Aeroblast,Extremespeed,Ancientpower,Softboiled,772
,,Smeargle,34,Berry Juice,Sacred Fire,Extremespeed,Metal Claw,Softboiled,772
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Twins TWINS (4) AMY & MAY,Omanyte,23,Berry,Waterfall,Rock Slide,Ice Beam,No Move,487
,,Parasect,22,Berry,Leech Life,Psybeam,Spore,Giga Drain,603
,,Arbok,23,Berry,Sludge,Giga Drain,Crunch,No Move,724
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Twins TWINS (6) JO & ZOE,Sudowoodo,85,Hard Stone,Ancientpower,Earthquake,Double Edge,Explosion,2458
,,Bellossom,86,Leftovers,Sleep Powder,Double Team,Giga Drain,Hidden Power (Ice),3390
,,Wigglytuff,86,Leftovers,Return,Ice Beam,Thunderbolt,Psychic M,2008
,,Rapidash,86,Charcoal,Fire Blast,Iron Tail,Double Edge,Hi Jump Kick,3538
,,,,,,,,,
,,,,,,,,,
,Twins TWINS (8) MEG & PEG,Wigglytuff,73,Focus Band,Lovely Kiss,Double Edge,Psychic M,Ice Beam,1705
,,Azumarill,76,Leftovers,Hydro Pump,Blizzard,Lovely Kiss,Double Edge,2491
,,Clefable,74,Pink Bow,Tri Attack,Ice Beam,Lovely Kiss,Softboiled,2045
,,Girafarig,74,Gold Berry,Return,Psychic M,Shadow Ball,Hidden Power (Fighting),2362
,,Starmie,74,Miracleberry,Waterfall,Ice Beam,Thunderbolt,Psychic M,3282
,,,,,,,,,
,Youngster YOUNGSTER (13) JOEY,Togepi,1,,Tackle,,,,15
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Youngster YOUNGSTER (14) JOEY,Togetic,1,,Tackle,,,,24
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Youngster YOUNGSTER (8) JOEY,Xatu,1,,Tackle,,,,36
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Picnicker PICNICKER (5) CINDY,Celebi,1,,Tackle,,,,13
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Camper CAMPER (5) BARRY,Celebi,1,,Tackle,,,,13
